iso3,country_name,year,tic,tic_status,tic_observed_flag,log_capacity_lag,technology,currency_base_year,equipment_share,equipment_cost,other_cost,equipment_observed_flag,equipment_cost_observed,completion_id,window_role,q,q_S1,q_S3,q_raw_scope,s_import,s_import_raw,import_dependency_value,import_dependency_id,sourcing_status,price_proxy_id,price_status,price_quality,selected_ratio,P1_completed,P2_completed,P2_local_ratio,P3_fixed,P3_index,P3_convergence05,P3_convergence10,Klevel,K0,Klevel_flow,Klevel_share,Klevel_lag2,Klevel_raw_tail,log_noncn_citations_lag,knowledge_status,knowledge_measure_id,patent_definition_unverified,reference_citation_year,pre_sample_reference_assumption,Klevel_stock10,Klevel_stock15,Klevel_stock20,relative_price,pc,pa,onshore_new_capacity_mw,onshore_new_capacity_share,offshore_share,onshore_scope_status,capacity_status,capacity_source,gross_new_capacity_kw,capacity_amount_label,sample_id,tariff_cn_effective,tariff_alt_effective,tariff_cn_regular,tariff_alt_regular,tariff_extra_equipment,tariff_status,tariff_events,unquantified_specific_duty,tariff_scenario_id,assumption_ids,evidence_grade,notes,border_ratio_actual,r0,q0,tau0,P,S,T,K,input_version,imports_usd,china_imports_usd,reported_world_usd,partner_sum_usd,world_minus_partner_sum,exports_usd,share_unit,value_share,units_share,kg_share,units_value_coverage,kg_value_coverage,hs6,source_file,trade_basis,china_record_observed,net_trade_balance_2010_2012,q_value,equipment_status,tariff_extra_low,tariff_extra_high,power_basis,new_capacity_kw,actual_cost_usd_per_kw,X_CN_actual,patent_knowledge_stock,q_ref_2010,tariff_cn_effective_ref_2010,tariff_alt_effective_ref_2010
ESP,Spain,2017,2134.42625802782,latest_Data_raw_source_native_anchor,1,10.042640613928704,onshore_wind,2024,0.7664000000000005,1635.8242841525223,498.60197387529774,0,,primary,primary_through_2022_extension_after,0.1289262235208181,0.5157048940832725,0.0,0.1289262235208181,0.5157048940832725,0.5157048940832725,0.25,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,1.1080455470870902,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,1.3862943611198906,2.302585092994046,3.0,0.0063291139240506,2.302585092994046,1.3862943611198906,6.156978985585555,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,4.154429143603103,3.903463884369662,3.668842639843568,0.8140828603525342,0.8140828603525342,1.0,134.47999999999956,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,134479.99999999956,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.0134981188210861,0.0135000002384185,0.0134981188210861,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.000001856359965,0.8823260256017053,0.0949907863880139,1.000252099882421,-0.0178182211372016,-0.0064433189483779,1.996221257778516e-07,-0.9162907318741552,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,134479.99999999956,2134.42625802782,161.21609,761.0992180000001,0.0699831365935919,0.0135000002384185,0.013067618377497
FRA,France,2017,2402.66245826931,latest_Data_raw_source_native_anchor,1,9.355025826124873,onshore_wind,2024,0.7664000000000007,1841.4005080176007,561.2619502517091,0,,primary,primary_through_2022_extension_after,0.0002314096526556,0.0003085462035408,0.0002401886872629,0.0002314096526556,0.0003085462035408,0.0003085462035408,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.6515377335976504,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,2.4849066497880004,1.791759469228055,11.0,0.0601092896174863,0.6931471805599453,2.4849066497880004,5.153291594497779,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.843946781747269,3.6441415551409726,3.4654887810676667,0.8140828603525342,0.8140828603525342,1.0,1932.789999999999,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,1932789.999999999,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.013499736258279,0.0135000002384185,0.013499736258279,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0000002604639449,0.8823260256017053,0.2817402844732133,1.000010697952075,-0.0538020680066062,0.0537590440603809,4.907008133038858e-11,0.6931471805599454,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1932789.999999999,2402.66245826931,161.21609,761.0992180000001,0.1914682539682539,0.0135000002384185,0.0134950325347186
GBR,United Kingdom,2017,2516.63230840249,latest_Data_raw_source_native_anchor,1,9.290444616217844,onshore_wind,2024,0.7663999999999986,1928.7470011596647,587.8853072428251,0,,primary,primary_through_2022_extension_after,0.5552926405254008,0.7403901873672011,0.6401576949296472,0.3274948575315903,0.7403901873672011,0.4366598100421204,0.75,S2_FIXED_BASE_TRADE_GROUP,imputed_onshore_dominant_nearest_year_2016,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.6515377335976504,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,2.079441541679836,2.3978952727983707,6.999999999999998,0.032258064516129,2.302585092994046,2.079441541679836,5.351858133476067,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,4.172675904065684,3.923382109238869,3.696042392985144,0.8140828603525342,0.8140828603525342,1.0,1764.0,0.5099739809193409,0.4900260190806591,offshore_heavy_bridge_required,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,1764000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.0135000002384185,0.0135000002384185,0.0135000002384185,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.5552926405254008,1.0,-0.1089652486790801,0.0,0.0,-0.3184537311185345,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1764000.0,2516.63230840249,161.21609,761.0992180000001,0.5552926405254008,0.0135000002384185,0.0135000002384185
IND,India,2017,1379.882353478,latest_Data_raw_source_native_anchor,1,10.264702574705057,onshore_wind,2024,0.7663999999999982,1057.5418357055366,322.3405177724633,0,,primary,primary_through_2022_extension_after,0.197610294117647,0.7904411764705882,0.0,0.197610294117647,0.7904411764705882,0.7904411764705882,0.25,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.6515377335976504,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,0.6931471805599453,1.6094379124341005,1.0,0.0333333333333333,1.6094379124341005,0.6931471805599453,3.4011973816621555,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.373754189837308,3.1262656774870567,2.894506003739223,0.8140828603525342,0.8140828603525342,1.0,4148.02,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,4148020.000000001,investment_saving_proxy_where_net_addition_proxy,12_countries,0.075,0.0555205128100685,0.075,0.0555205128100685,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,True,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.018454863693811,0.8823260256017053,0.130421252146725,1.0,-0.0245463580881517,-0.0128846637915169,0.003077348594119,-0.9162907318741552,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,4148020.000000001,1379.882353478,161.21609,761.0992180000001,0.081967213114754,0.075,0.075
ITA,Italy,2017,3047.62306624385,latest_Data_raw_source_native_anchor,1,9.14686794902061,onshore_wind,2024,0.7663999999999989,2335.6983179692834,711.9247482745668,0,,primary,primary_through_2022_extension_after,0.3209366391184573,0.6418732782369146,0.0554468267474655,0.3209366391184573,0.6418732782369146,0.6418732782369146,0.5,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.8951796112083019,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,1.3862943611198906,2.19722457733622,3.0,0.0319148936170212,0.6931471805599453,1.3862943611198906,4.5217885770490405,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.5362411699172944,3.236357391903356,2.9609265682835764,0.8140828603525342,0.8140828603525342,1.0,352.5799999999999,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,352579.99999999994,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.0132663090997513,0.0135000002384185,0.0132663090997513,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0002306315097704,0.8823260256017053,0.2673922111136682,1.000010698609647,-0.0509910190818231,-0.0105308534687241,6.407833946005854e-05,-0.8109302162163294,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,352579.99999999994,3047.62306624385,161.21609,761.0992180000001,0.2103825136612022,0.0135000002384185,0.0134990130114713
POL,Poland,2017,1712.20263225464,latest_Data_raw_source_native_anchor,1,,onshore_wind,2024,0.7663999999999999,1312.232097359956,399.9705348946841,0,,,,0.7401433691756273,,,,0.986857825567503,,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,,,,,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,0.8140828603525342,0.8140828603525342,1.0,,,0.0,,,,,,,0.0135000002384185,0.0134993245497136,0.0135000002384185,0.0134993245497136,0.0,WITS_HS6_proxy_fixed_basket_plus_tower_scenario;2024_regular_carry_if_missing,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0000006666888557,0.8823260256017053,0.3661910534004735,1.0000006666888557,,,,,latest_sample_extension_v1,349942.0,215992.0,349942.0,349942.0,0.0,13632314.0,u,0.6172222825496797,0.986857825567503,0.5209672953265853,1.0,1.0,850231.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.993665356466107,0.4629167119122598,legacy_median_turbine_share_assumption,0.0,0.0,source_native_power_basis_unverified,12359.99999999967,1712.20263225464,161.21609,761.0992180000001,0.5150842945874002,0.0135000002384185,0.0134993245497136
SWE,Sweden,2017,1903.38840899614,latest_Data_raw_source_native_anchor,1,8.73761303680885,onshore_wind,2024,0.7664000000000009,1458.7568766546433,444.6315323414967,0,,primary,primary_through_2022_extension_after,0.077460510328068,0.103280680437424,0.0095211808227761,0.077460510328068,0.103280680437424,0.103280680437424,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.6515377335976504,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,0.6931471805599453,1.3862943611198906,1.0,0.0227272727272727,0.0,0.6931471805599453,3.784189633918261,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,2.56322817750924,2.261846315821189,1.985428599331048,0.8140828603525342,0.8140828603525342,1.0,176.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,176000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.0134996131242864,0.0135000002384185,0.0134996131242864,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;K_SPARSE_ZERO;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.000000381957849,0.8823260256017053,0.4189802001605256,1.0000510664713884,-0.0810968301467947,0.0665908893613206,2.4437920499486724e-08,-0.6931471805599453,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,176000.0,1903.38840899614,161.21609,761.0992180000001,0.3483263598326359,0.0135000002384185,0.0134998880509106
TUR,Turkey,2017,2105.39825885891,latest_Data_raw_source_native_anchor,1,8.657302899400882,onshore_wind,2024,0.7663999999999997,1613.5772255894683,491.8210332694418,0,,primary,primary_through_2022_extension_after,0.1643145161290322,0.2190860215053763,0.1488033255359394,0.1643145161290322,0.2190860215053763,0.2190860215053763,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.6515377335976504,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,1.9459101490553128,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,0.9666035457477442,0.9018367749040044,0.8381129508101312,0.8140828603525342,0.8140828603525342,1.0,765.1499999999996,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,765149.9999999997,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0135000002384185,0.0134997411259449,0.0135000002384185,0.0134997411259449,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0000002556611147,0.8823260256017053,0.0951466682542856,1.0,-0.0178477237029764,-0.0131775046023976,3.52763221295888e-08,0.0,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,765149.9999999997,2105.39825885891,161.21609,761.0992180000001,0.1038074712643677,0.0,0.0135000002384185
USA,United States,2017,2007.27006353537,latest_Data_raw_source_native_anchor,1,11.305384556883428,onshore_wind,2024,0.7664000000000003,1538.371776693508,468.8982868418618,0,,primary,primary_through_2022_extension_after,0.4039795244385733,0.5386393659180978,0.0863377993852051,0.4039795244385733,0.5386393659180978,0.5386393659180978,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.8140828603525342,0.8140828603525342,0.6515377335976504,0.9999999987664454,0.9999998565123438,1.2516625450926375,0.9999998997972182,0.9999999313702987,4.0943445622221,4.143134726391533,58.99999999999999,0.0312831389183457,4.23410650459726,4.0943445622221,7.510977752014095,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,6.17982159815384,5.960120846524422,5.759869388274633,0.8140828603525342,0.8140828603525342,1.0,6311.199999999997,0.9999524677176582,4.7532282341777865e-05,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,6311199.999999997,investment_saving_proxy_where_net_addition_proxy,12_countries,0.1763525972,0.0198484269916569,0.02,0.0198484269916569,0.1563525972,official_anchors_with_explicit_liability_and_coverage_assumptions,US_TOWER,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_POLICY_SCOPE;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.1534582650384606,0.8823260256017053,0.2364038209861114,1.0001823961002694,-0.0449466582200224,-0.033130260348358,0.0531298446094739,-0.0487901641694321,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,6311199.999999997,2007.27006353537,161.21609,761.0992180000001,0.2376180381576411,0.025,0.0248477523525992
AUS,Australia,2018,1901.99600558962,latest_Data_raw_source_native_anchor,1,,onshore_wind,2024,0.7664,1457.6897386838846,444.30626690573536,0,,,,0.6223404255319149,,,,0.8297872340425532,,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,,,,,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,0.9864863677628386,0.9864863677628386,1.0,,,0.0,,,,,,,0.047294096,0.025,0.005,0.025,0.042294096,WITS_HS6_proxy_fixed_basket_plus_tower_scenario;2024_regular_carry_if_missing,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0412625326829268,0.8823260256017053,0.366553663439039,1.0000782629834115,,,,,latest_sample_extension_v1,438650059.811,117022925.929,438650059.812,438650059.811,0.0009999871253967,670085.065,u,0.2667796876157303,0.8297872340425532,,1.0,0.0,850231.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.9931518853510304,0.2000847657117977,legacy_median_turbine_share_assumption,0.0,0.042294096,source_native_power_basis_unverified,1002000.0,1901.99600558962,179.67573000000002,753.9892962000001,0.2395833333333333,0.02,0.0249197867197334
BRA,Brazil,2018,2097.0308683719,latest_Data_raw_source_native_anchor,1,9.429638137727894,onshore_wind,2024,0.7664000000000012,1607.1644575202265,489.86641085167344,0,,primary,primary_through_2022_extension_after,0.3323076923076923,0.4430769230769231,0.0159735919790332,0.3323076923076923,0.4430769230769231,0.4430769230769231,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.9864863677628386,0.9864863677628386,0.944240648808928,0.944240648808928,0.9999998565123438,1.627124486112971,0.9999999048073572,0.9999999382332688,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,3.091042453358316,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,2.312376155225333,1.9157076723179056,1.5399982867033315,0.9864863677628386,0.9864863677628386,1.0,2062.99,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,2062990.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.14,0.14,0.14,0.14,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;K_SPARSE_ZERO;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_NEAREST_REGIME;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.15507262038532,0.999997610793756,-0.0020977931922465,-0.0024030041610953,0.0,-1.3862943611198906,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2062990.0,2097.0308683719,179.67573000000002,753.9892962000001,0.0987499999999999,0.14,0.14
CAN,Canada,2018,2210.71492193368,latest_Data_raw_source_native_anchor,1,9.41336284529417,onshore_wind,2024,0.7663999999999999,1694.2919161699722,516.423005763708,0,,primary,primary_through_2022_extension_after,0.3509941009394799,0.4679921345859733,0.1120249436225008,0.3509941009394799,0.4679921345859733,0.4679921345859733,0.75,S2_FIXED_BASE_TRADE_GROUP,quantity_share_proxy,wind_P1_kg,derived_composition_adjusted,adjusted_HS850231_still_composition_proxy,0.9864863677628386,0.9864863677628386,0.944240648808928,0.944240648808928,0.9999998565123438,1.627124486112971,0.9999999048073572,0.9999999382332688,1.0986122886681098,1.6094379124341005,2.0000000000000004,0.0153846153846153,1.0986122886681098,1.0986122886681098,4.859812404361672,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.499491791694013,3.2566320232230126,3.032535083830018,0.9864863677628386,0.9864863677628386,1.0,566.0,1.0,0.0,onshore_dominant_HS_mixed_proxy,net_addition_proxy,IRENA C-ELECCAP end-year stocks; year-to-year difference; not confirmed gross commissioning,566000.0,investment_saving_proxy_where_net_addition_proxy,12_countries,0.0,0.0,0.0,0.0,0.0,official_anchors_with_explicit_liability_and_coverage_assumptions,,False,representative_main_policy_coverage_assumption,E_STRUCTURE;S_IMPORT_DEPENDENCY;T_ALT_BASKET;T_UNKNOWN_EXTRA_ZERO;K_LAG;P_UV_COMPOSITION;T_UNKNOWN_EXTRA_ZERO;HS_ONSHORE_PROXY;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.8823260256017053,0.2478042739795606,1.0,-0.0033543553903035,-0.0014001345028702,0.0,-0.5108256237659907,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,566000.0,2210.71492193368,179.67573000000002,753.9892962000001,0.1085575798094601,0.0,0.0
