iso3,country_name,year,tic,tic_status,tic_observed_flag,log_capacity_lag,technology,currency_base_year,equipment_share,equipment_cost,other_cost,equipment_observed_flag,equipment_cost_observed,completion_id,window_role,q,q_S1,q_S3,q_raw_scope,s_import,s_import_raw,import_dependency_value,import_dependency_id,sourcing_status,price_proxy_id,price_status,price_quality,pc,pa,relative_price,convergence05,convergence10,non_CN_major_suppliers_pa,fixed_preperiod_supplier_basket_pa,Klevel,K0,Klevel_flow,Klevel_share,Klevel_lag2,Klevel_raw_tail,log_noncn_citations_lag,knowledge_status,knowledge_measure_id,patent_definition_unverified,reference_citation_year,pre_sample_reference_assumption,Klevel_stock10,Klevel_stock15,Klevel_stock20,gross_new_capacity_kw,national_new_capacity_kw_proxy,capacity_status,capacity_amount_label,sample_id,onshore_scope_status,tariff_status,tariff_scenario_id,assumption_ids,evidence_grade,notes,border_ratio_actual,r0,q0,tau0,P,S,T,K,input_version,imports_usd,china_imports_usd,reported_world_usd,partner_sum_usd,world_minus_partner_sum,exports_usd,share_unit,value_share,units_share,kg_share,units_value_coverage,kg_value_coverage,hs6,source_file,trade_basis,china_record_observed,net_trade_balance_2010_2012,q_value,equipment_status,power_basis,actual_cost_usd_per_kw,new_capacity_kw,X_CN_actual,patent_knowledge_stock,q_ref_2010,X_ref_2010,H_ref_2010
BRA,Brazil,2017,1975.08688575981,latest_Data_raw_source_native_anchor,1,,solar_pv,2024,0.264221717177781,521.8608485307728,1453.226037229037,0,,,,0.6497236036691295,,,,0.866298138225506,,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,0.6832741660402044,0.7519778748273355,0.908635997032617,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,535700.0,,,,,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0,0.7822241739646847,0.2883707572840275,1.0,,,,,latest_sample_extension_v1,601998042.0,521509783.0,601998042.0,601996375.0,1667.0,2553724.0,value,0.866298138225506,0.7516653671041497,0.8733783416743731,1.0,1.0,854140.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.9652050696317598,0.6497236036691295,backcast_first_2018_module_share,source_native_power_basis_unverified,1975.08688575981,535700.0,283.04036,22507.174764040003,0.2936020014545247,10.0,10611.6
DEU,Germany,2017,1326.59731019996,latest_Data_raw_source_native_anchor,1,10.795760144312194,solar_pv,2024,0.4074399684905547,540.5087662675264,786.0885439324336,0,,primary,primary_through_2022_extension_after,0.1432319364258967,0.1909759152345289,0.0005116482546579,0.1432319364258967,0.1909759152345289,0.1909759152345289,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,3.713572066704308,3.6635616461296463,40.00000000000001,0.0314218381775333,3.5263605246161616,3.713572066704308,7.1180162044653335,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.69488640886558,5.46380293483699,5.251555785367946,807000.0,1936800.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0954,0.7822241739646847,0.4085081068364409,1.0,-0.0380372670225932,0.0248646446646417,0.0125020536590321,0.0500104205746616,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1326.59731019996,807000.0,283.04036,22507.174764040003,0.3700388752093839,10.0,10611.6
ESP,Spain,2017,1167.71864815248,latest_Data_raw_source_native_anchor,0,8.640775556186743,solar_pv,2024,0.4050125506384747,472.94070811634754,694.7779400361325,0,,primary,primary_through_2022_extension_after,0.1960686196199391,0.2614248261599188,0.0330351464770008,0.1960686196199391,0.2614248261599188,0.2614248261599188,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,0.0,2.3978952727983707,0.0,0.0,1.0986122886681098,0.0,4.330733340286331,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,3.711251237904831,3.365829757381806,3.0300731266106897,4134.999999999764,9923.999999999432,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,D,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0954,0.7822241739646847,0.2829948316804992,1.0,-0.0261956707740352,0.0081196657836213,0.0171579573102136,-2.3978952727983707,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1167.71864815248,4134.999999999764,283.04036,22507.174764040003,0.222160926953235,10.0,10611.6
FRA,France,2017,1476.36952800409,latest_Data_raw_source_native_anchor,1,9.08067532397066,solar_pv,2024,0.422632396066932,623.961591100574,852.407936903516,0,,primary,primary_through_2022_extension_after,0.0795822889754141,0.1061097186338854,0.0094542476242546,0.0795822889754141,0.1061097186338854,0.1061097186338854,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,2.5649493574615367,2.4849066497880004,12.0,0.0225563909774436,2.9444389791664403,2.5649493574615367,6.255750041753367,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,4.519404225731425,4.306224468936129,4.113330332771174,102345.00000000026,245628.0000000006,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0954,0.7822241739646847,0.2339896337025985,1.0,-0.0216100538876853,0.0143125351639051,0.006924993978432,0.0800427076735363,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1476.36952800409,102345.00000000026,283.04036,22507.174764040003,0.1920508407447017,10.0,10611.6
IND,India,2017,1328.43151296093,latest_Data_raw_source_native_anchor,1,9.288868333000048,solar_pv,2024,0.2657343530048057,353.0098886078678,975.421624353062,0,,primary,primary_through_2022_extension_after,0.647920995174771,0.863894660233028,0.863894660233028,0.647920995174771,0.863894660233028,0.863894660233028,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,0.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,4.787491742782046,assumed_calendar_or_sparse_completion,lag1_log1p_citations,True,2010.0,False,2.6512190682108323,2.352289260266453,2.0749424168995247,4019855.0,9647651.999999998,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.2594271375739698,1.0,-0.0239877203965641,-0.0370334267342819,0.0,-1.3862943611198906,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1328.43151296093,4019855.0,283.04036,22507.174764040003,0.2094730271247598,10.0,10611.6
ITA,Italy,2017,1157.90884526729,latest_Data_raw_source_native_anchor,1,10.040384525236949,solar_pv,2024,0.4074399684905549,471.7783434306395,686.1305018366504,0,,primary,primary_through_2022_extension_after,0.1424748981902486,0.1899665309203314,0.0030626400614392,0.1424748981902486,0.1899665309203314,0.1899665309203314,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,1.3862943611198906,1.3862943611198906,3.0,0.0171428571428571,0.0,1.3862943611198906,5.153291594497779,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,2.967662678030328,2.7154930083862725,2.485407178582561,194145.00000000047,465948.0000000011,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0954,0.7822241739646847,0.2994140675067587,1.0,-0.0277368008792942,0.0146342592346243,0.012435518352599,0.0,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1157.90884526729,194145.00000000047,283.04036,22507.174764040003,0.2937826984300906,10.0,10611.6
JPN,Japan,2017,2632.30062488997,latest_Data_raw_source_native_anchor,1,10.828718203979754,solar_pv,2024,0.2850064717378392,750.2227136531998,1882.0779112367704,0,,primary,primary_through_2022_extension_after,0.1417240734556031,0.5668962938224126,0.0142135429409388,0.1417240734556031,0.5668962938224126,0.5668962938224126,0.25,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,3.871201010907891,3.218875824868201,47.00000000000001,0.0319510537049626,3.713572066704308,3.871201010907891,7.261927092702751,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.478992532302744,5.287152417234653,5.115083130138801,3729814.999999999,8951555.999999996,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.0984915222542993,1.0,-0.0090393114861771,-0.0039937294934871,0.0,0.6523251860396901,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2632.30062488997,3729814.999999999,283.04036,22507.174764040003,0.0954023884591692,10.0,10611.6
KOR,South Korea,2017,1883.09547564746,latest_Data_raw_source_native_anchor,1,8.557682330546283,solar_pv,2024,0.2753704123713226,518.548777663613,1364.546697983847,0,,primary,primary_through_2022_extension_after,0.2230223709910996,0.4460447419821992,0.0,0.2230223709910996,0.4460447419821992,0.4460447419821992,0.5,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,4.04305126783455,2.995732273553991,56.00000000000001,0.0333333333333333,3.688879454113936,4.04305126783455,7.393263094763838,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.539680363444654,5.373224670831922,5.222862355213933,647735.0,1554564.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,0.9911894272477096,0.7822241739646847,0.188465819333567,1.0,-0.0173689625723362,-0.0032177129056291,-0.0018242285731568,1.0473189942805594,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1883.09547564746,647735.0,283.04036,22507.174764040003,0.1616373379086477,10.0,10611.6
USA,United States,2017,2230.0258302833,latest_Data_raw_source_native_anchor,1,10.585336143750764,solar_pv,2024,0.285006471737839,635.5717937732884,1594.4540365100115,0,,primary,primary_through_2022_extension_after,0.1253200552160407,0.1670934069547209,0.1242163429583844,0.1253200552160407,0.1670934069547209,0.1670934069547209,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.6832741660402044,0.7519778748273355,0.908635997032617,0.913204197180986,0.9177723973293552,0.7894648215678746,0.8349374575202637,4.844187086458591,5.153291594497779,126.0,0.0252201761409127,5.3471075307174685,4.844187086458591,8.491054533806542,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,7.07787151736951,6.84337099077728,6.630145153759623,4199380.000000002,10078512.000000004,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.321,0.7822241739646847,0.2885153322458873,1.0517573770491804,-0.0267135669067933,0.0151977720383941,0.036308527986933,-0.3091045080391881,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,2230.0258302833,4199380.000000002,283.04036,22507.174764040003,0.2707293689466955,10.0,10611.6
AUS,Australia,2018,1809.82800377751,latest_Data_raw_source_native_anchor,1,9.06956865995521,solar_pv,2024,0.2177232384704535,394.0416140569556,1415.7863897205543,1,394.04161405695584,primary,primary_through_2022_extension_after,0.6164645645650755,0.821952752753434,0.821952752753434,0.6164645645650755,0.821952752753434,0.821952752753434,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.5492544111996523,0.6044823372542834,0.9086359970326168,0.9175439873219368,0.9259951575964196,1.0036366806078627,1.203870164892871,1.6094379124341005,1.791759469228055,3.999999999999999,0.0384615384615384,1.6094379124341005,1.6094379124341005,4.61512051684126,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,3.3390214667793305,3.091876947206683,2.880280706583048,1943270.0000000005,4663848.000000001,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.0,0.7822241739646847,0.5632899010458235,1.0,-0.0528359786507789,-0.005135004381867,0.0,-0.1823215567939544,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1809.82800377751,1943270.0000000005,367.70065,26709.457287636003,0.5357310279540023,10.0,10611.6
BRA,Brazil,2018,1809.61904759092,latest_Data_raw_source_native_anchor,1,,solar_pv,2024,0.264221717177781,478.1406521920935,1331.4783953988265,1,,,,0.6787253017745581,,,,0.9049670690327442,,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,,legacy_common_annual_price_contrast_extended_to_new_destination,,0.5492544111996523,0.6044823372542834,0.9086359970326168,,,,,0.0,0.0,,,,,,not_used_procurement_adapter_only,,,,,,,,623955.0,,,,,,,,LATEST_SAMPLE_RAW_TRADE;GLOBAL_PRICE_PROXY;FIXED_DEPENDENCY;STRUCTURE_PROXY;TARIFF_APPLICATION_ASSUMED;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,,1.0,0.7822241739646847,0.2883707572840275,1.0,,,,,latest_sample_extension_v1,748852890.0,677687205.0,748852890.0,748845767.0,7123.0,1598916.0,value,0.9049670690327442,0.7295312718761323,0.9536375825114064,1.0,1.0,854140.0,Review1\learning_trade_model\data\raw\comtrade\bilateral_imports_raw.csv,direct_importer_original_classification,True,-0.9652050696317598,0.6787253017745581,IRENA_observed_module_cost,source_native_power_basis_unverified,1809.61904759092,623955.0,367.70065,26709.457287636003,0.2936020014545247,10.0,10611.6
DEU,Germany,2018,1325.57870064524,latest_Data_raw_source_native_anchor,1,10.834670837782967,solar_pv,2024,0.443556249423685,587.9687167741243,737.6099838711156,1,587.9687167741243,primary,primary_through_2022_extension_after,0.1546182237284778,0.2061576316379704,0.005781644802741,0.1546182237284778,0.2061576316379704,0.2061576316379704,0.75,S2_FIXED_BASE_TRADE_GROUP,value_share_proxy,PV_P2_index_bridge_2017_2024,imputed_independent_index_bridge,manufacture_origin_quote_or_explicit_index_bridge; market_preborder_basis_assumed,0.5492544111996523,0.6044823372542834,0.9086359970326168,0.9175439873219368,0.9259951575964196,1.0036366806078627,1.203870164892871,3.367295829986474,3.6635616461296463,28.000000000000004,0.0292580982236154,3.713572066704308,3.367295829986474,6.835184586147301,observed_counts_definition_unverified,lag1_log1p_citations,True,2010.0,False,5.68937489725102,5.432604386780551,5.197891231983992,1432500.0,3438000.0,reported_additions_gross_net_unverified_times_assumed_utility_share,utility_scale_investment_proxy_with_assumed_50pct_capacity_share,10_countries,not_applicable_solar_pv,official_policy_anchors_with_firm_coverage_assumptions,representative_main_policy_coverage_assumption,A_TIC_INTERP;A_TIC_INDEX;A_STRUCTURE;A_MODULE;A_PRICE_BRIDGE;A_PRICE_TAX;A_TWO_BASKET;A_IMPORT;A_VALUE_QUANTITY;A_HS;A_CIT_ZERO;A_CIT_FILL;A_CIT_PRE;A_CIT_TAIL;A_CAPACITY;A_POWER;A_SCOPE;A_TARIFF_FILL;A_POLICY_COVER;A_EU_FLOOR;A_EU_MIX;A_FX;A_POLICY_UNKNOWN;A_PASS;A_REFERENCE;FINAL_PRICE_QUALITY;S2_FIXED_BASE_TRADE_GROUP;TRUE_BORDER_FREEZE;K_DEFINITION_UNVERIFIED;CAPACITY_SCOPE_PROXY;SOURCE_NATIVE_POWER_BASIS;UNDO_LEGACY_ASSUMED_DC_CONVERSION,C,Conditional cross-border cost channels; input corrections fixed without inspecting contribution signs. No causal identification.,1.064035616438356,0.7822241739646847,0.4085081068364409,1.0,-0.0380372670225928,0.0238099978438216,0.0090839969309627,-0.2962658161431721,legacy_retained_unchanged,,,,,,,,,,,,,,,,,,,,source_native_power_basis_unverified,1325.57870064524,1432500.0,367.70065,26709.457287636003,0.3700388752093839,10.0,10611.6
