technology,iso3,supplier,year,rate,status,source_year,uses_future_year
pv,BRA,PHL,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,POL,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,PRK,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,PRT,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,ROU,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,S19,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,SGP,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,SVK,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,SVN,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,SWE,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,THA,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,TJK,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,TUR,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,UKR,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,USA,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,VNM,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,ZAF,2016,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2016,False
pv,BRA,ARG,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,AUS,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,AUT,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,BEL,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,BGR,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,BLZ,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,CAN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,CHE,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,CHN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,CRI,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,CZE,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,DEU,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,DNK,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,DOM,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,ESP,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,FIN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,FRA,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,GBR,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,HKG,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,HRV,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,HUN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,IDN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,IND,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,IRL,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,ISR,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,ITA,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,JPN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,KOR,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,LCA,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,LTU,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,LUX,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,LVA,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,MAR,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,MEX,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,MLT,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,MYS,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,NFK,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,NLD,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,PHL,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,PNG,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,POL,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,PRK,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,PRT,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,PRY,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,ROU,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,S19,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,SGP,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,SVK,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,SVN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,SWE,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,THA,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,TUN,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,TUR,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,USA,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,VGB,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,VNM,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,ZAF,2017,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2017,False
pv,BRA,ARG,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,AUS,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,AUT,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,BEL,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,BGR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,CAN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,CHE,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,CHL,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,CHN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,CMR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,CZE,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,DEU,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,DNK,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,DOM,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,ESP,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,EST,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,FIN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,FRA,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,GBR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,HKG,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,HUN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,IDN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,IND,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,IRL,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,ISR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,ITA,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,JPN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,KEN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,KOR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,LTU,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,LUX,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,MAR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,MEX,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,MLT,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,MYS,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,NLD,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,NOR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,PHL,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,POL,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,PRT,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,PRY,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,ROU,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,RUS,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,S19,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,SGP,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,SRB,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,SVK,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,SVN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,SWE,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,THA,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,TUN,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,TUR,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,USA,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,VNM,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,WSM,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,ZAF,2018,0.0188888883590698,inherited_alternative_rate_or_zero_assumption,2018,False
pv,BRA,ARG,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,AUS,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,AUT,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,BEL,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CAF,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CAN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CHE,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CHL,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CHN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CRI,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CYP,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,CZE,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,DEU,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,DNK,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,DOM,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,ESP,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,EST,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,FIN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,FRA,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,GBR,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,HKG,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,HUN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,IDN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,IND,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,IRL,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,IRN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,ISR,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,ITA,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,JPN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,KOR,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,LKA,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,LTU,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,MAR,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,MEX,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,MLT,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,MWI,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,MYS,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,NLD,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,NOR,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,PHL,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,POL,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,PRT,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,ROU,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,RUS,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,S19,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,SEN,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,SGP,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,SRB,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,SVK,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,SWE,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,TCD,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,THA,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,TUR,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,USA,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,VNM,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,WSM,2019,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2019,False
pv,BRA,ARG,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,AUS,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,AUT,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,BEL,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,BGR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,BLR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,CAN,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,CHE,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,CHL,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,CHN,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,CZE,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,DEU,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,DNK,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,DOM,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,ESP,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,EST,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,FIN,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,FRA,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,GBR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,HKG,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,HUN,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,IDN,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,IND,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,IRL,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,ISR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,ITA,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,JPN,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,KOR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,LTU,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MAR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MEX,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MLT,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MMR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MUS,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MWI,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,MYS,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,NLD,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,NOR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,NZL,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,PHL,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,POL,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,PRT,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,PRY,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,ROU,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,RUS,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,S19,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,SGP,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,SRB,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,SVK,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,SWE,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,SYC,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,THA,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,TUR,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,USA,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,VNM,2020,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2020,False
pv,BRA,ARG,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,AUS,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,AUT,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,BEL,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,BGR,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,BRB,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CAF,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CAN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CHE,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CHL,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CHN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,COL,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CRI,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,CZE,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,DEU,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,DNK,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,DOM,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,ESP,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,EST,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,FIN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,FRA,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,GBR,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,GUY,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,HKG,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,HUN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,IDN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,IND,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,IRL,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,ISR,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,ITA,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,JAM,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,JPN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,KOR,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,LKA,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,LTU,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,MAR,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,MEX,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,MLT,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,MYS,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,NLD,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,PER,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,PHL,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,POL,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,PRT,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,ROU,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,S19,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,SGP,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,SRB,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,SVK,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
pv,BRA,SVN,2021,0.0444444465637207,inherited_alternative_rate_or_zero_assumption,2021,False
